loan_amnt,annual_inc,dti,int_rate,installment,delinq_2yrs,inq_last_6mths,open_acc,pub_rec,revol_bal,revol_util,total_acc,term_60_months,grade_b,grade_c,grade_d,grade_e,grade_f,grade_g,home_ownership_mortgage,home_ownership_own,home_ownership_rent,verification_status_source_verified,verification_status_verified,purpose_credit_card,purpose_debt_consolidation,purpose_home_improvement,purpose_house,purpose_major_purchase,purpose_medical,purpose_moving,purpose_other,purpose_renewable_energy,purpose_small_business,purpose_vacation,purpose_wedding,gender_male,income_level_low,income_level_medium,loan_amount_level_medium,loan_amount_level_small,loan_default,data_split
1.919156852236212,0.1822717519080935,1.2526294394305582,0.188656296277885,1.1831628756485026,2.187080374788714,0.4888949163375746,0.4360147970551687,1.4162470485084402,0.1849172367669335,1.656211591982908,-0.1721368599547022,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1,train
-0.0328914326332997,-0.9744296392861982,1.4375681227006971,-0.1885638403620416,0.1736828089836153,-0.3541894869846647,-0.6513847719133283,0.0862703074387233,-0.3358111558318982,-0.0008113486134529,0.4700884223557506,-0.0074125920554656,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1,train
1.1383375382884071,0.1287207615750245,0.0559673712120164,0.1079674969966172,0.535774731513959,-0.3541894869846647,-0.6513847719133283,0.261142552246946,-0.3358111558318982,-0.1524846577063364,-0.7361385298074602,1.8869164887857557,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,train
1.6960656196796964,0.3964757132403698,0.8084139747130695,-0.618231696534792,2.044214924266473,-0.3541894869846647,-0.6513847719133283,0.0862703074387233,-0.3358111558318982,1.044974822704554,1.684356887533383,-0.1721368599547022,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,train
-0.3117554733289442,-0.907490901369862,-0.4988486785983986,0.6344619123068889,-0.0550473870513024,-0.3541894869846647,-0.6513847719133283,-0.4383464269859448,-0.3358111558318982,-0.3491765386216098,1.0008282813075635,-1.0781203334005036,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0,train
0.4913729638745119,0.7177816552387841,1.6995645906667265,1.047992008623386,0.203468597651909,-0.3541894869846647,0.4888949163375746,0.7857592866716141,-0.3358111558318982,-0.0136737977055642,0.7475206213532887,1.4751058190376638,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,train
-0.6129286372802404,-0.8083412427681844,-0.8125191904193194,-1.0398306727794158,-0.5639874863149803,0.9164454439020248,1.6291746045884776,-0.4383464269859448,-0.3358111558318982,-0.6053464559426867,-0.7763460948795673,1.7221922208865188,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0,train
2.2537937010709856,2.324311365230856,-0.4208843317296148,-0.5314912373074293,2.6930673115697035,-0.3541894869846647,1.6291746045884776,2.534481734753841,-0.3358111558318982,0.7638569336544826,0.2087392493870549,1.1456572832391907,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,train
1.919156852236212,-0.2193606755899244,0.8809389485444961,1.197266287293731,2.8339814501983582,-0.3541894869846647,1.6291746045884776,1.3103760210962825,-0.3358111558318982,0.0890531447079425,0.2610090839807939,0.7338466134910991,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,train
0.0228813755058291,0.4500267035734388,1.2145538281690595,0.515445933367019,0.3356743426983717,2.187080374788714,-0.6513847719133283,-0.0886019373694993,-0.3358111558318982,-0.4779305172852613,0.8721640730768209,1.6398300869369005,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0,train
